,Altura,Peso,Sexo
0,183.8076809474086,87.75622657495799,1
1,186.88071088697419,96.7818916114731,1
2,184.08140525473127,102.93733263430846,1
3,152.81277629030657,42.40454875827435,0
4,170.26215933690247,84.8068601091957,1
5,182.30530974070257,90.05841874858682,1
6,157.43227432826106,53.4696719565096,0
7,159.30075308349035,48.866709210286494,0
8,152.39414428323192,52.11576700275915,0
9,161.7981702225041,64.04491787477535,0
10,186.9987216733367,92.92149582182775,1
11,179.00788068466053,89.05264084471636,1
12,166.05213256870005,61.6437342689706,0
13,178.6877293716063,88.18716461745285,1
14,173.5542579020041,80.09312787174915,1
15,161.40861199153855,55.20787314505065,0
16,168.1238630640756,68.09478224848876,0
17,159.85502180367385,56.0070011347065,0
18,170.3914909911541,81.90400988106586,1
19,173.25610850683975,65.46910660119586,0
20,157.98787326392835,57.25332298731375,0
21,163.7111022541978,68.71730973806251,0
22,154.61128771557068,51.809506425851396,0
23,181.87815567311736,87.71965583692726,1
24,157.95988924855155,56.33072083226746,0
25,174.5088179603516,82.92472145729191,1
26,174.98084114546413,87.60664558945484,1
27,173.44378978629865,71.3411672038992,0
28,170.73785587254537,77.4868399825905,0
29,171.44241845441965,80.45411116291245,1
30,162.78143758662256,61.8707322190854,0
31,182.41288135295977,92.5903681505127,1
32,162.71895008602098,61.76453324280525,0
33,168.3999502952005,81.0905697310194,1
34,166.3212841247995,65.08936425873601,0
35,177.53028652613136,90.35858451424365,1
36,173.79226156800547,80.17713454650031,1
37,151.807723774248,50.067016301002056,0
38,171.47884941249816,79.23844092135916,1
39,161.4877354046262,54.30785799959911,0
40,176.0346431052116,87.08832284249115,1
41,166.7955883809582,78.55508512875916,1
42,160.82556384125644,58.18782144637709,0
43,167.747918717567,60.27496224091336,0
44,172.22549222361724,81.00204667481295,1
45,181.4442063567759,92.96732643765661,1
46,157.03424809600824,60.1617078041913,0
47,182.7640622086393,92.2558161379032,1
48,156.6169772656781,54.446272489775254,0
49,165.66486943056142,69.0526982097144,0
50,186.1338422342855,90.63315855002566,1
51,160.4638436224969,60.15866109999525,0
52,173.42550854388688,81.99243903730321,1
53,183.6881571017077,95.29260204726046,1
54,173.38511300678275,78.02806157803575,0
55,174.16515687272695,83.68912129600214,1
56,172.65481401707962,77.46101883307125,1
57,156.41331210054287,61.67387546941815,0
58,181.37115037273526,97.61548103631945,1
59,170.65866431833695,76.45087031001435,1
60,168.17242790662087,82.32588858098566,1
61,155.4244196140895,56.00847292341975,0
62,152.1249327385621,43.034917056275475,0
63,176.78724601815716,86.45092324912035,1
64,178.49601914095564,84.1508044110414,0
65,169.7022016150094,62.90391401095456,0
66,188.98024658868718,102.97727811050174,1
67,177.01238022159345,80.0949672736182,1
68,166.35351233498,76.86463543125976,1
69,169.5886813460166,70.65306609354136,0
70,165.64668756835903,70.02514860848865,0
71,175.54304908886564,73.7565672004479,0
72,159.4404917908153,63.8139771770688,0
73,169.5428837825172,75.09614200088444,0
74,152.89503824658982,57.53700004781746,0
75,170.20079386268856,68.28085588518135,0
76,150.8513107239842,55.72368590242815,0
77,169.3027763985221,70.543931367393,0
78,170.47741219490746,69.37766096467816,0
79,158.41801126614666,58.20523319599875,0
80,166.26339799520062,78.21731749808116,1
81,173.2965019058801,86.60325439108665,1
82,165.24373486865417,78.0456430552635,1
83,162.18072312064595,68.39849766830895,1
84,150.32159732637498,48.04761982962645,0
85,172.00832823275837,77.27936739402331,1
86,166.8635057362459,67.93227880674165,1
87,176.3696997877019,76.5624855044673,0
88,163.54652603716727,58.91710583415195,0
89,172.99200175660044,74.0190075429339,0
90,171.88445273982964,80.63426306543039,1
91,163.05042769608016,62.0280872369703,0
92,156.50913343765828,56.26127348074215,0
93,164.863936944537,61.298198337729595,0
94,166.88116055823792,77.9452239273795,1
95,172.84326811342697,82.24011682632361,1
96,156.90474586820423,67.28167762661745,1
97,167.78618116007118,75.59191013066776,1
98,157.62562315272316,62.23351021531425,0
99,172.0928746198098,77.68806285695129,1
100,158.89626421622435,61.2759997449864,0
101,173.0876928151524,81.56962116320804,1
102,159.91842878059722,69.49552873540365,1
103,169.70863023354661,70.5773611310742,0
104,164.72910056876938,71.30052134026515,0
105,161.67212091760044,56.51647364659005,0
106,161.94561026222618,68.41779385980286,0
107,157.13866014276036,48.02942226345345,0
108,170.20179167396088,76.0170574997568,1
109,170.97120628284588,71.29584233596529,1
110,170.2685204254442,75.1699049019777,1
111,154.2831452488559,53.288427642383695,0
112,164.6138984594212,73.07079328782541,1
113,160.83233687735475,53.6921947178127,0
114,160.32036409847888,72.34051646834325,1
115,179.17830816720416,83.4614463604239,1
116,178.01315966560082,74.59709514189706,0
117,158.1501536921286,55.815422998064406,0
118,157.32253521202597,54.53426421699616,0
119,174.23805468285533,81.0998010460539,1
120,182.723779711206,97.9019028086265,1
121,173.05835407925062,86.21469947065545,1
122,187.49072440535772,93.9897151957017,1
123,162.38330485206436,60.48412176609631,0
124,161.14656805577937,58.6388840573682,0
125,152.65739137716085,48.0914508421152,0
126,157.65880689493412,53.6845440544011,0
127,181.02308407314308,85.1883575734098,1
128,172.13964816125312,67.32871967937285,0
129,169.2272048670914,63.534267707702405,0
130,164.6457353354054,71.4947731076151,1
131,170.61924685925484,74.2618280054754,1
132,174.2886237208939,82.412200669941,1
133,170.40042429724602,73.8790653685419,1
134,157.2020206403604,49.91385947127436,0
135,179.05903255313765,91.75833989749485,1
136,175.6372742359819,85.65552493562386,1
137,165.20471807483878,63.209580793947005,0
138,186.18673899669167,89.62511790549736,1
139,149.54072370063312,46.317184892419505,0
140,164.68773256086803,54.4925839942773,0
141,179.9094208991147,92.11394788680735,1
142,170.55898414380212,62.798766646375796,0
143,175.93345462461156,77.5351757275155,1
144,155.7484423324672,43.69837691641523,0
145,167.4685036815031,68.1230781891153,1
146,183.66438700647663,94.25499852555046,1
147,175.1767509213941,78.99845569558964,1
148,179.18679066556044,87.830671336362,1
149,174.16811861692665,86.54817698167635,1
150,168.46538208801866,74.97699232274505,1
151,156.25192769366922,59.84010737730001,0
152,167.53732757364295,72.30776248794555,1
153,174.0038234992887,79.60721455642096,0
154,158.1219018414998,55.16102933356319,0
155,177.7956750641815,80.43446507833261,0
156,158.33817061261954,58.16545304557591,0
157,182.34645170172917,87.0468878946915,1
158,160.8863784950653,63.27829562714505,0
159,158.25394586257863,53.6028405985863,0
160,158.53351164305911,61.67413515748005,0
161,148.89785885975377,47.55715018308046,0
162,172.7287980509383,83.86647870881025,1
163,178.37130524900368,92.5579972783233,1
164,165.24047101139857,78.46008846423075,1
165,163.49841145825536,69.3036411126696,1
166,175.2475722085447,82.304152588728,1
167,166.42698101822344,74.02876217712766,0
168,176.63951553359664,84.64088999183896,1
169,176.5697267460061,85.241282612508,1
170,176.69060998408392,87.905712136698,1
171,158.70090512475915,72.10900719393705,1
172,183.187719875333,92.0058526327968,1
173,153.2882847345611,59.4672994409022,0
174,169.90374524788604,85.9963451694057,1
175,173.22494138407862,84.6910444924044,1
176,162.11813762757106,67.2161035304547,0
177,166.31479768429588,74.01919446667846,1
178,173.4947018626851,81.5281014518604,1
179,161.01494058218853,65.04062716738935,0
180,160.57241925218187,61.0204525848639,0
181,151.40574274594317,49.41592021466865,0
182,159.9400429058825,57.070227969135004,0
183,173.88563326898205,79.2686914036785,0
184,166.97950148115262,65.69625712013776,1
185,173.93273958789166,84.24242763510422,1
186,164.76965357644602,64.90214396577271,0
187,175.42278508092704,85.41299048145122,1
188,164.69668710691798,69.49138699281465,0
189,166.8110542595298,76.5282573438129,1
190,154.0109856013594,61.595607224168546,0
191,157.64957256776503,51.717417201516156,0
192,157.93296130331484,65.6544790682127,1
193,189.4956620788244,102.46454228198925,1
194,174.95152368287435,82.03909414788451,1
195,172.89850653390724,73.96541774312806,0
196,170.7518082443246,71.33595164616689,0
197,179.2309370671727,85.36633644397546,1
198,160.32969404495356,69.27512910178095,1
199,167.1443120917395,70.3631299785903,0
200,174.9892808387615,77.6944070389179,1
201,174.71789800260726,79.12745881907536,1
202,177.3212597331525,92.8285112771091,1
203,171.80633687429005,84.1208759862444,1
204,170.1845825056323,74.52149464402515,1
205,186.51915063955892,93.99191297313736,1
206,174.35326403977425,81.6172754087466,1
207,167.20257804116036,70.92357114773161,1
208,165.1338286151882,60.53813651576565,0
209,175.04738379185963,86.68458121590945,1
210,158.01042469744897,58.8771332279388,1
211,161.01513966794832,64.8222243451848,0
212,171.9263278288951,80.05935826018126,1
213,163.79289134053852,71.72038330699816,1
214,183.06992980668448,87.77098533620295,1
215,179.31744725673516,90.1676598951564,1
216,166.01767864039317,64.81212747966316,0
217,184.55150186567386,99.84867373532205,1
218,171.21534200087396,73.2703240991448,1
219,179.52264766996853,92.6177830910181,1
220,170.3595973349184,69.62015661530626,0
221,170.6424832322011,74.15071903872405,0
222,176.8117070713122,75.48241350897496,0
223,186.98202782909988,93.45556282116871,1
224,188.9790721552809,100.7214782422446,1
225,151.6601756296174,51.7214831063121,0
226,153.01904398128752,69.22414314762617,1
227,168.43902490814511,66.71957858264474,1
228,172.98615467304975,84.10860896652406,1
229,188.74475998643192,95.4705842896482,1
230,150.07133435335507,44.6991225491457,0
231,192.41375225187775,101.92650494681925,1
232,175.91207504463827,77.97562432399485,1
233,158.85179639106593,62.765389768827156,0
234,173.70462810360445,80.84329137953189,1
235,160.45828897553105,57.6409617498933,0
236,177.64099648900307,91.02558135568364,1
237,159.3039144023925,52.225353740094306,0
238,172.08243422544325,76.38312244058865,1
239,157.42813169433626,52.62963519190995,0
240,165.19552216999793,63.08558493897554,0
241,172.60229173045488,75.1905566037189,0
242,168.90966104584174,64.69110308876401,0
243,176.3837498058553,81.06188415521939,1
244,161.76762129380782,58.651447101416096,0
245,158.36065875732464,62.63847948088215,1
246,183.73742580645154,97.5210649685649,1
247,172.29515267619115,72.1596459769839,0
248,188.3184150388995,98.57327774438161,1
249,169.2313591393602,80.57415735183196,1
250,172.6401562134801,86.42694310407092,1
251,181.27977475229918,96.42761046851267,1
252,179.9258225126467,97.17614947080764,1
253,180.33630737241143,88.1815701365676,1
254,162.9982145747111,64.0950406524567,0
255,175.1945637476038,74.6822665190214,0
256,167.14369890142717,62.76744432571725,0
257,163.15744878697888,64.4911145904087,0
258,166.68556514044198,69.22213703480969,0
259,170.18903181870976,77.1914495694402,1
260,183.1752698268694,91.37420420912954,1
261,157.85762005044114,59.001356918194205,0
262,168.38690971723904,68.91241169426581,0
263,153.41293873585457,55.72413655828965,0
264,165.64811235174335,67.79099231070616,0
265,159.46196613626174,65.60746834145895,0
266,155.4844460765601,50.81184400782825,0
267,156.0650939413126,57.420789340129204,0
268,177.85144189543198,75.29056133808825,0
269,149.63325937401225,45.939746865528,0
270,168.42511638380955,66.41392500776925,0
271,160.12667264336372,54.939260478685505,0
272,180.47405762660608,87.29982767112841,1
273,167.55311942107417,83.80144382629545,1
274,171.15396487158628,73.89015877626795,1
275,176.58732029619864,78.28949647158885,1
276,172.37804794426287,72.41252094309375,0
277,179.85628105401258,81.703660594095,1
278,163.1583265474367,63.63060533021295,0
279,163.5764782064553,63.01507594497661,0
280,167.80444622986735,66.13672794196096,0
281,185.08134919706038,96.9539727672243,1
282,158.95148134949903,63.618794210456095,0
283,178.6940738664565,84.519212908311,1
284,167.14865457155796,69.6949331030901,1
285,170.90541908759837,82.13318989340671,1
286,183.25046360241018,86.34337617931335,1
287,179.96504149033206,99.473952547764,1
288,162.04825946285828,61.85961339812865,0
289,164.10777343486478,69.6840777303948,0
290,156.4454177564323,53.17080078110985,0
291,187.21330900114418,104.26404926822356,1
292,175.10424526305468,80.19418563115424,1
293,160.04431649307634,61.033894712230044,1
294,161.01220959875792,49.730931390508196,0
295,178.51141964925918,84.11502765454604,1
296,160.66705644017333,56.986917728505745,0
297,169.9977972573168,73.90358855343091,1
298,160.1081015464496,62.6765772246696,0
299,147.64010101361052,44.28128305542002,0
300,151.30175441722835,58.55366052381599,0
301,181.63725367834854,94.22153989237486,1
302,157.37138598034178,58.93723865257874,0
303,155.68260196462393,53.248746135817356,0
304,167.8780308855329,59.01755146381485,0
305,173.53649028195395,92.89176612369255,1
306,177.69164797648676,86.1729869326005,1
307,172.582012589919,76.0025121892173,0
308,173.79590969417353,80.3790149541516,1
309,171.64597101454692,81.64472085365671,1
310,175.6331116184974,91.0091183995728,1
311,159.62765392961498,67.6165215222387,0
312,184.3719320504164,85.09682057038516,1
313,158.61911288307905,59.551684892879855,0
314,158.01807979049002,51.682843035653406,0
315,167.55215481851295,61.08693017399326,0
316,171.24639363583506,66.8725806490659,0
317,145.97952109400129,43.341100438059364,0
318,178.710645640113,90.72081549171675,1
319,162.40741230549528,67.43576120775975,0
320,163.23862188692928,63.13639094117506,0
321,155.49330561845616,52.04507387376465,0
322,168.01808545726598,78.04425269719441,1
323,176.37617726482034,88.979139726624,1
324,174.1822642229943,68.99366895462946,0
325,187.49107964811412,104.1185286527571,1
326,188.9346368178106,96.14419425220545,1
327,163.95438894022948,66.9543620867784,1
328,175.69048979803188,81.81716468765582,1
329,167.46073114358745,75.64068549711135,1
330,165.75391060574563,69.8240487237786,0
331,175.79645353120688,66.17222175843766,0
332,167.132071181849,68.200625888595,0
333,165.40314725457446,74.6275703251743,1
334,182.97466021143535,94.4706184300395,1
335,167.87957101857506,79.04194321741561,1
336,177.48795429802968,98.097677806464,1
337,149.2437222651297,50.2458031845765,0
338,159.08245150960389,58.28483452651695,0
339,163.59377090475812,65.65523988698999,0
340,167.29587896443698,71.1752256916515,0
341,149.29969461854898,51.37215328986255,0
342,174.2717416719176,81.5537445073263,1
343,174.0959904800585,84.29473619289496,1
344,167.39438520300556,77.6588539306815,1
345,152.49032550242788,50.82868133240581,0
346,161.49061512332926,52.96915883366865,0
347,157.2691782035812,57.095302230382494,0
348,170.2612299452261,77.27982450647625,1
349,168.15396317393342,71.72564568488414,1
350,183.2424393700596,96.6842663721867,1
351,165.42782727071193,66.49761619137375,0
352,169.23622602685523,71.76727297244655,1
353,165.08749877838122,79.97719252428494,1
354,168.30427871341476,69.19245993170522,0
355,176.72347536164844,91.48010715306225,1
356,180.24504749398284,87.7577428939752,1
357,183.59609799631704,92.66719464406711,1
358,171.2864064378055,67.42003572333898,0
359,188.0458713590362,95.80960139648445,1
360,170.4738856951365,84.18324773849444,1
361,158.15714316421364,62.271755645409,0
362,158.4873924517808,66.0632888877129,0
363,170.78192507374968,79.1588924100882,1
364,163.4259358472361,62.028483684329714,0
365,183.6795295291996,87.70121502905026,1
366,164.0516304767656,71.26833912701984,1
367,168.45561793403573,65.40859886400405,0
368,163.20936177515955,64.1265548594103,0
369,171.33026908010493,72.00423387790245,1
370,178.86194158955024,85.310762623434,1
371,176.95154750966503,82.0742611953384,1
372,186.7560002064174,96.73490663990955,1
373,163.8056736944724,70.70263668948105,0
374,172.46987333842273,82.8268465132026,1
375,160.4013325064244,69.66088785895231,1
376,167.33904281782796,62.50400237995515,0
377,176.11530858364864,75.43610396928811,0
378,178.81568069134877,91.59173764518914,1
379,159.80254848674133,55.942633398906004,0
380,170.9697351441331,72.17810546198041,0
381,171.77491540524258,76.35957063396886,0
382,163.61672872676237,71.1396799780662,1
383,173.3244036308286,82.93165221675285,1
384,172.5690690153678,86.09879376693002,1
385,181.34916464089125,89.28303021302627,1
386,167.9166122160869,82.29390702597225,1
387,168.1693866096633,66.53517877736235,0
388,178.86164455218568,85.64599783193714,1
389,174.87767833448407,85.40610354145846,1
390,175.8891501617157,76.3336380821571,0
391,164.6705943013064,70.6294694360925,0
392,170.4667053524045,79.09935754221989,1
393,166.88997717226914,76.54525349317785,1
394,182.29280903938502,81.9325087911585,1
395,183.41923459681794,85.02115919251546,1
396,138.7268188884629,32.12718693253785,0
397,171.31040331674103,73.280033579214,1
398,170.84066308614135,73.52393073613335,1
399,174.6820585376249,84.39787381798709,1
400,164.7902185635585,67.4157967060905,0
401,157.0417929893759,55.244775001560754,0
402,174.33563433290726,70.3858924578474,0
403,190.19598237990184,106.36230508229926,1
404,162.97640577848523,55.5355142638452,0
405,165.61652605361766,56.33941526082045,0
406,157.67769250187456,62.411256124082094,0
407,150.65383646351796,41.41938940649887,0
408,186.4386245246285,93.69947916196244,1
409,170.27450742074475,67.8641346455004,0
410,170.48861775642087,75.23618723828505,1
411,172.76389341119548,81.0712711058112,1
412,162.11057870763992,61.5716768273976,0
413,172.1979291883238,80.96119472298285,1
414,166.45014672914667,71.36947245380536,0
415,182.5740277705525,88.4873547292545,1
416,173.7616977462041,69.05940052725586,0
417,173.9494344259606,81.40332896268121,1
418,173.3316359383246,73.63463223480615,1
419,152.6057574323799,55.6992081545472,0
420,174.94064214142136,74.51648968011031,0
421,184.01787864266592,95.95759886588566,1
422,172.16752225042305,82.65646306712969,1
423,182.19668514447775,99.01911163638465,1
424,150.79507351753023,53.44403321873205,0
425,172.4863083935782,89.76575609975924,1
426,173.37592159310213,74.63060074685475,0
427,157.28482107333934,58.90801664831041,0
428,177.26236502512936,75.34694648986604,0
429,171.67565317405823,67.67126884645471,0
430,186.97444283512894,106.5512418692958,1
431,176.11552667575245,82.85373687924358,1
432,164.49585425828803,64.01924240491125,0
433,179.9940529473377,83.44025004851146,1
434,170.79141779462424,81.748006537041,1
435,168.63003794741115,74.4749130058263,1
436,150.99730458252168,48.650239642995444,0
437,163.80301410513016,63.86675492957355,0
438,152.810639750078,58.8693644649414,0
439,176.42500288772843,84.55989405862034,1
440,185.67320362849878,96.04427778340201,1
441,151.94714601603593,62.787652575023706,0
442,161.48587941321142,56.93631289996995,0
443,162.7143993679967,59.088460895565746,0
444,174.98840347739275,90.84045548546686,1
445,179.88643599439018,87.4472184158643,1
446,165.2964212549764,68.4335818535364,0
447,157.9397324997935,60.247826706288606,0
448,164.985898970773,70.44515385729301,1
449,168.85736012799015,71.90647801317046,0
450,167.10760367072314,53.8518022547553,0
451,184.81524222956926,102.0312698063661,1
452,165.71888837734903,67.14053184727486,0
453,168.4432290736113,76.76723614700565,1
454,165.03375475650827,65.95924654073295,0
455,174.09443477865278,90.49900153264605,1
456,170.76423440911887,73.5643199856339,1
457,167.1548380749796,76.81718001225285,1
458,172.89828295463886,76.19205892645621,1
